,video_id,comments,comments_no_stopwords
0,xYSVXgVAYUw,"['1:12:00 knifes getting sharp', '53:08 wow', 'Nice stream Rossi', 'thank you for the stream rossi :)']","[""['1:12:00"", 'knifes', 'getting', ""sharp',"", ""'53:08"", ""wow',"", ""'Nice"", 'stream', ""Rossi',"", ""'thank"", 'stream', 'rossi', "":)']""]"
1,MIoZsJnpoes,"['did u see EDG kangkang awping today,  i wish u could hit like that bro, just return to your old form bro', 'We want that old rossi who can actually hit heads', 'Aaahh..raaasi, missed your streams', 'Drx and t1 won today', 'Best of luck for LCQ Rossi give your best ❤️']","[""['did"", 'u', 'see', 'EDG', 'kangkang', 'awping', 'today,', 'wish', 'u', 'could', 'hit', 'like', 'bro,', 'return', 'old', 'form', ""bro',"", ""'We"", 'want', 'old', 'rossi', 'actually', 'hit', ""heads',"", ""'Aaahh..raaasi,"", 'missed', ""streams',"", ""'Drx"", 't1', ""today',"", ""'Best"", 'luck', 'LCQ', 'Rossi', 'give', 'best', ""❤️']""]"
2,-kjnDtc2IJQ,"['5:04:04', '5:00:36 5HP clutch.. the guts of steel to re-peak at 5HP..😵\u200d💫']","[""['5:04:04',"", ""'5:00:36"", '5HP', 'clutch..', 'guts', 'steel', 're-peak', ""5HP..😵\\u200d💫']""]"
3,dcQEaKDLV1w,"['Ye to wahi hai na jo CSGO global me hack kr rha tha,,, admin ke samne cheats delete kr rha tha', 'Rossi bhai yaha se bhi block mardo merko', 'Hello softie,u are already radiant in banning,at least be radiant in aim,u r going to go down.', 'Bhai ke vp dekho jara 😂😮', 'Bro Rossi can u please do a fan meet when u come to Bangalore', 'Rossi bhai ascendent kab ban gye?', 'Why new account', 'hello']","[""['Ye"", 'wahi', 'hai', 'na', 'jo', 'CSGO', 'global', 'hack', 'kr', 'rha', 'tha,,,', 'admin', 'ke', 'samne', 'cheats', 'delete', 'kr', 'rha', ""tha',"", ""'Rossi"", 'bhai', 'yaha', 'se', 'bhi', 'block', 'mardo', ""merko',"", ""'Hello"", 'softie,u', 'already', 'radiant', 'banning,at', 'least', 'radiant', 'aim,u', 'r', 'going', 'go', ""down.',"", ""'Bhai"", 'ke', 'vp', 'dekho', 'jara', ""😂😮',"", ""'Bro"", 'Rossi', 'u', 'please', 'fan', 'meet', 'u', 'come', ""Bangalore',"", ""'Rossi"", 'bhai', 'ascendent', 'kab', 'ban', ""gye?',"", ""'Why"", 'new', ""account',"", ""'hello']""]"
4,VRCe7iovE1A,"['Koi dukh bhi nhi dikh raha bhai...kitna masti mein khel rahe...\nBro prople changes so fast 😮', 'No game sound', 'No game sound', '🛐🛐']","[""['Koi"", 'dukh', 'bhi', 'nhi', 'dikh', 'raha', 'bhai...kitna', 'masti', 'mein', 'khel', 'rahe...\\nBro', 'prople', 'changes', 'fast', ""😮',"", ""'No"", 'game', ""sound',"", ""'No"", 'game', ""sound',"", ""'🛐🛐']""]"
5,gN8zIkw-Gtc,"['Chut player .', 'All the best man ❤', 'Hey rossi .. I love ur gameplay 🥰', ""I'm streaming........ 0:01"", 'All the best!!!', 'All the best for super week👍', 'Do you play valo daily?', 'All the best for Super Week']","[""['Chut"", 'player', "".',"", ""'All"", 'best', 'man', ""❤',"", ""'Hey"", 'rossi', '..', 'I', 'love', 'ur', 'gameplay', ""🥰',"", '""I\'m', 'streaming........', '0:01"",', ""'All"", ""best!!!',"", ""'All"", 'best', 'super', ""week👍',"", ""'Do"", 'play', 'valo', ""daily?',"", ""'All"", 'best', 'Super', ""Week']""]"
6,GJPD7nnmTcs,"['1:23:26 Goluuu.... CHU.....GOT ME😂🤣', 'Be serious in game bc😊 47:38', 'rossiiiiiiiiiiiiiiiiiiiiiiiii', 'All the best for super week']","[""['1:23:26"", 'Goluuu....', 'CHU.....GOT', ""ME😂🤣',"", ""'Be"", 'serious', 'game', 'bc😊', ""47:38',"", ""'rossiiiiiiiiiiiiiiiiiiiiiiiii',"", ""'All"", 'best', 'super', ""week']""]"
7,q5qa9paD4ys,"['POG', 'Miss the Rossi Skillz funny and deadly combo..', 'Kannada is love 🤣😂🥰', 'arey itni jaldi khatm']","[""['POG',"", ""'Miss"", 'Rossi', 'Skillz', 'funny', 'deadly', ""combo..',"", ""'Kannada"", 'love', ""🤣😂🥰',"", ""'arey"", 'itni', 'jaldi', ""khatm']""]"
8,L9-zE_-oues,"['Yummy Opponents 😋', '2:19:11 CLIP IT', ""India's first, last and Only Hope 🥰😻😻"", '3:47:14 rank', ""India's best❤❤❤""]","[""['Yummy"", 'Opponents', ""😋',"", ""'2:19:11"", 'CLIP', ""IT',"", '""India\'s', 'first,', 'last', 'Only', 'Hope', '🥰😻😻"",', ""'3:47:14"", ""rank',"", '""India\'s', 'best❤❤❤""]']"
9,bsRqnYxrYr4,"['.', 'Rossi bhai yaha se bhi block mardo merko', 'yo wsssup word.exe', 'Ab sudhara hai 🤬🤬🤬', 'Word.exe 😂😂', 'Word.exe is bacckkk', 'are you the hacker?', 'Cheater 😡🤬', 'What is the res u were playing on pls reply. Clean edit😊', 'Tenz from india']","[""['.',"", ""'Rossi"", 'bhai', 'yaha', 'se', 'bhi', 'block', 'mardo', ""merko',"", ""'yo"", 'wsssup', ""word.exe',"", ""'Ab"", 'sudhara', 'hai', ""🤬🤬🤬',"", ""'Word.exe"", ""😂😂',"", ""'Word.exe"", ""bacckkk',"", ""'are"", ""hacker?',"", ""'Cheater"", ""😡🤬',"", ""'What"", 'res', 'u', 'playing', 'pls', 'reply.', 'Clean', ""edit😊',"", ""'Tenz"", ""india']""]"
10,wlEztJbboB8,"['4:01:14 PRX march', 'Acchi khaasi stream ko bekar bana deta hai ye baccha stream snipe karke', 'Bro tf zephe always Sniping\nHongkong me bhi', 'CARRYING FORSAKEN AND SOMETHING WHILE PLAYING YOUR WORST AGENT CYPHER THATS CRAZY DUDE!!!!', 'Nice stream rossi san', '7 Ghante Baad Notification aaya h Thanks to YouTube ♥️♥️🙏 @YouTubeCreatorsIndia', ""Zephe stop stream sniping rossi's games 💀""]","[""['4:01:14"", 'PRX', ""march',"", ""'Acchi"", 'khaasi', 'stream', 'ko', 'bekar', 'bana', 'deta', 'hai', 'ye', 'baccha', 'stream', 'snipe', ""karke',"", ""'Bro"", 'tf', 'zephe', 'always', 'Sniping\\nHongkong', ""bhi',"", ""'CARRYING"", 'FORSAKEN', 'AND', 'SOMETHING', 'WHILE', 'PLAYING', 'YOUR', 'WORST', 'AGENT', 'CYPHER', 'THATS', 'CRAZY', ""DUDE!!!!',"", ""'Nice"", 'stream', 'rossi', ""san',"", ""'7"", 'Ghante', 'Baad', 'Notification', 'aaya', 'h', 'Thanks', 'YouTube', '♥️♥️🙏', ""@YouTubeCreatorsIndia',"", '""Zephe', 'stop', 'stream', 'sniping', ""rossi's"", 'games', '💀""]']"
11,qnkyyjO8yH8,"['1:03:05 this moment i watched 10 time.... what a shot kj ❤', 'All the best rossi bruh', 'Good luck rossi san', 'All The Best Rossii❤💙', 'GL rossi and the team <3', ""All the besst lossi....however you play, we're with you <3""]","[""['1:03:05"", 'moment', 'watched', '10', 'time....', 'shot', 'kj', ""❤',"", ""'All"", 'best', 'rossi', ""bruh',"", ""'Good"", 'luck', 'rossi', ""san',"", ""'All"", 'The', 'Best', ""Rossii❤💙',"", ""'GL"", 'rossi', 'team', ""<3',"", '""All', 'besst', 'lossi....however', 'play,', ""we're"", '<3""]']"
12,r84gzbOK7Q4,"['20:30\n31:30', '2:42:12 insane 😳🤯', 'Sk rossi single handling 💪❤️', '_Shinunoga_', '15:53 reaction time 🔥🔥🔥', '\U0001faf0', 'Thanks for the stream rossi san 👍🏽']","[""['20:30\\n31:30',"", ""'2:42:12"", 'insane', ""😳🤯',"", ""'Sk"", 'rossi', 'single', 'handling', ""💪❤️',"", ""'_Shinunoga_',"", ""'15:53"", 'reaction', 'time', ""🔥🔥🔥',"", ""'\\U0001faf0',"", ""'Thanks"", 'stream', 'rossi', 'san', ""👍🏽']""]"
13,rF8QIGOcYb8,"[""Are u akshat Sinha's cousin bro??"", 'Hello hacker', 'peak', '29:54', ""Bruhh... That was real loud aspass?? I don't think so"", 'Bro', 'You saying shibal was so unexpected 😂\nBro’s learning from his teammates', 'I pray that you lose to PRX you are trash af 😂', 'Thankyou for the stream Scrowssiii❤', 'Hi bro']","['[""Are', 'u', 'akshat', ""Sinha's"", 'cousin', 'bro??"",', ""'Hello"", ""hacker',"", ""'peak',"", ""'29:54',"", '""Bruhh...', 'That', 'real', 'loud', 'aspass??', 'I', 'think', 'so"",', ""'Bro',"", ""'You"", 'saying', 'shibal', 'unexpected', '😂\\nBro’s', 'learning', ""teammates',"", ""'I"", 'pray', 'lose', 'PRX', 'trash', 'af', ""😂',"", ""'Thankyou"", 'stream', ""Scrowssiii❤',"", ""'Hi"", ""bro']""]"
14,GmfsKORCI1Y,"['brother ur sens?', 'Bro but when GE needed your this gameplay you disappeared', 'Indian Jett bottom fragged \U0001f972 Please come back stronger Rossi bhaiyya', ""No hate but he's accidentally used the rising sun in the thumbnail of the video (symbolic of imperial rule of Japan over Korea) sooo....\n\nBtw keep making the country proud Rossi!"", 'Rossi bro I am doing hardwork to become like u', 'nt Rossi bhai', ""Population- 1.5 billion\nValorant - 3 years old almost\nOnly 1 indian ever played vct hhahahahaa\nShameless country can't qualify without given slots hahahahahahaha"", ""India's Last Hope . Ganesh anna ♥️🔥"", 'What’s ur sens? And Rawinput', 'Sorry rossi. but ur jett was bad on todays match']","[""['brother"", 'ur', ""sens?',"", ""'Bro"", 'GE', 'needed', 'gameplay', ""disappeared',"", ""'Indian"", 'Jett', 'bottom', 'fragged', '\\U0001f972', 'Please', 'come', 'back', 'stronger', 'Rossi', ""bhaiyya',"", '""No', 'hate', ""he's"", 'accidentally', 'used', 'rising', 'sun', 'thumbnail', 'video', '(symbolic', 'imperial', 'rule', 'Japan', 'Korea)', 'sooo....\\n\\nBtw', 'keep', 'making', 'country', 'proud', 'Rossi!"",', ""'Rossi"", 'bro', 'I', 'hardwork', 'become', 'like', ""u',"", ""'nt"", 'Rossi', ""bhai',"", '""Population-', '1.5', 'billion\\nValorant', '-', '3', 'years', 'old', 'almost\\nOnly', '1', 'indian', 'ever', 'played', 'vct', 'hhahahahaa\\nShameless', 'country', ""can't"", 'qualify', 'without', 'given', 'slots', 'hahahahahahaha"",', '""India\'s', 'Last', 'Hope', '.', 'Ganesh', 'anna', '♥️🔥"",', ""'What’s"", 'ur', 'sens?', 'And', ""Rawinput',"", ""'Sorry"", 'rossi.', 'ur', 'jett', 'bad', 'todays', ""match']""]"
15,civQqHHan1g,"['Stream kro bruhhh', 'Do stream bruh', 'Rossi go live pls ....we r waiting for u yrr pls come live for  India', 'do stream \r\ncome live on YTdo stream \r\ncome live on YTdo stream \r\ncome live on YT', 'do stream \ncome live on YT\ndo stream \r\ncome live on YT\ndo stream \r\ncome live on YT\ndo stream \r\ncome live on YT', 'Confirmed at 2:03:05 passprt op', 'All the best scrowssi', 'Rossi in the squad?', 'All the best rossi san', 'GoodLuck maga ']","[""['Stream"", 'kro', ""bruhhh',"", ""'Do"", 'stream', ""bruh',"", ""'Rossi"", 'go', 'live', 'pls', '....we', 'r', 'waiting', 'u', 'yrr', 'pls', 'come', 'live', ""India',"", ""'do"", 'stream', '\\r\\ncome', 'live', 'YTdo', 'stream', '\\r\\ncome', 'live', 'YTdo', 'stream', '\\r\\ncome', 'live', ""YT',"", ""'do"", 'stream', '\\ncome', 'live', 'YT\\ndo', 'stream', '\\r\\ncome', 'live', 'YT\\ndo', 'stream', '\\r\\ncome', 'live', 'YT\\ndo', 'stream', '\\r\\ncome', 'live', ""YT',"", ""'Confirmed"", '2:03:05', 'passprt', ""op',"", ""'All"", 'best', ""scrowssi',"", ""'Rossi"", ""squad?',"", ""'All"", 'best', 'rossi', ""san',"", ""'GoodLuck"", 'maga', ""']""]"
16,01fjcimSHH8,"['4:36:00❤😂😂😂😅😅', 'rossi why you are not playing in 4:3 ratio', 'So nice to see u stream after so long rossi san😄', 'Bro what happened why are you not playing VCT pacific?', 'Rossi are you gonna play next GE match in vct Pacific ?🥺', 'Long stream was nice lessgoo']","[""['4:36:00❤😂😂😂😅😅',"", ""'rossi"", 'playing', '4:3', ""ratio',"", ""'So"", 'nice', 'see', 'u', 'stream', 'long', 'rossi', ""san😄',"", ""'Bro"", 'happened', 'playing', 'VCT', ""pacific?',"", ""'Rossi"", 'gonna', 'play', 'next', 'GE', 'match', 'vct', 'Pacific', ""?🥺',"", ""'Long"", 'stream', 'nice', ""lessgoo']""]"
17,gqVmWkDjrQI,"['Dingnidingiding', 'Kya resolution hai bro', 'You play way better in 16:9', 'Rossi bhai jo bole wo best 🙌', 'pre nerfed chamber clips :(', ""Bruh when you going for VCT Pacific c'mon out 7 matches I want you to play atleast 6"", 'bro VCT Pacific ????', 'turn off word.exe no cap', '2:47 the transition thooo', 'Rossi bro lob u re, big fan of urs and ur aim if u r bullet then i m ur gun and if u have s in ur name then i have k Sk wrosssii 💕']","[""['Dingnidingiding',"", ""'Kya"", 'resolution', 'hai', ""bro',"", ""'You"", 'play', 'way', 'better', ""16:9',"", ""'Rossi"", 'bhai', 'jo', 'bole', 'wo', 'best', ""🙌',"", ""'pre"", 'nerfed', 'chamber', 'clips', "":(',"", '""Bruh', 'going', 'VCT', 'Pacific', ""c'mon"", '7', 'matches', 'I', 'want', 'play', 'atleast', '6"",', ""'bro"", 'VCT', 'Pacific', ""????',"", ""'turn"", 'word.exe', ""cap',"", ""'2:47"", 'transition', ""thooo',"", ""'Rossi"", 'bro', 'lob', 'u', 're,', 'big', 'fan', 'urs', 'ur', 'aim', 'u', 'r', 'bullet', 'ur', 'gun', 'u', 'ur', 'name', 'k', 'Sk', 'wrosssii', ""💕']""]"
18,FFdPlq8MgXY,"['Lets gooo ! Thankyou Rossi for working ! it was sooo nice working with you ! <3', 'song name', 'song ?\\', 'Insane gameplay and editing. Skrossi is representing india. OP', 'Raffu never dissapoints', 'scene editt', ""Population- 1.5 billion\nValorant - 3 years old almost\nOnly 1 indian ever played vct hhahahahaa\nShameless country can't qualify without given slots hahahahahahaha"", 'sick', 'word.exe', 'insane']","[""['Lets"", 'gooo', '!', 'Thankyou', 'Rossi', 'working', '!', 'sooo', 'nice', 'working', '!', ""<3',"", ""'song"", ""name',"", ""'song"", ""?\\\\',"", ""'Insane"", 'gameplay', 'editing.', 'Skrossi', 'representing', 'india.', ""OP',"", ""'Raffu"", 'never', ""dissapoints',"", ""'scene"", ""editt',"", '""Population-', '1.5', 'billion\\nValorant', '-', '3', 'years', 'old', 'almost\\nOnly', '1', 'indian', 'ever', 'played', 'vct', 'hhahahahaa\\nShameless', 'country', ""can't"", 'qualify', 'without', 'given', 'slots', 'hahahahahahaha"",', ""'sick',"", ""'word.exe',"", ""'insane']""]"
19,3V8oXcrIc-A,"['/cc', 'Rossi bhai please next match me tod ke aana yaar iss baar loss nahi utility usage badhao aap ab jett wala kaam texture krega aap sova ka tech sikho akdum tagda', 'res?', 'All agent suits you love you rossi love for Karnataka', 'jodd', 'what resolution is this like', ""Well ones a hacker always a hacker you guys are watching a person who destroy the eSports community of India and I don't know why he came in my recommendation but at down I got @SauraXD new video with word.exe lol"", 'Lagata hai ki tum isme bhi cheating karte hue pakde jaoge, jaise CS:GO me pakde gye the', 'Sova king rossi🔥🔥🔥', 'Best of luck for VCT Pacific, will be rooting for GE all the way.']","[""['/cc',"", ""'Rossi"", 'bhai', 'please', 'next', 'match', 'tod', 'ke', 'aana', 'yaar', 'iss', 'baar', 'loss', 'nahi', 'utility', 'usage', 'badhao', 'aap', 'ab', 'jett', 'wala', 'kaam', 'texture', 'krega', 'aap', 'sova', 'ka', 'tech', 'sikho', 'akdum', ""tagda',"", ""'res?',"", ""'All"", 'agent', 'suits', 'love', 'rossi', 'love', ""Karnataka',"", ""'jodd',"", ""'what"", 'resolution', ""like',"", '""Well', 'ones', 'hacker', 'always', 'hacker', 'guys', 'watching', 'person', 'destroy', 'eSports', 'community', 'India', 'I', 'know', 'came', 'recommendation', 'I', 'got', '@SauraXD', 'new', 'video', 'word.exe', 'lol"",', ""'Lagata"", 'hai', 'ki', 'tum', 'isme', 'bhi', 'cheating', 'karte', 'hue', 'pakde', 'jaoge,', 'jaise', 'CS:GO', 'pakde', 'gye', ""the',"", ""'Sova"", 'king', ""rossi🔥🔥🔥',"", ""'Best"", 'luck', 'VCT', 'Pacific,', 'rooting', 'GE', ""way.']""]"
20,7j8-NjjnHzc,"['4:18:12 what a ace by chamber old days yaad agye ❤', 'No matter bro you r the best in world for me 😊', 'isse accha to mera chotta tatta khelta h', '48:20', ""You r India's Pride Rossi bhai, U inspire us the most to play valorant"", '""Don\'t watch the sun rise. Get up earlier and let the sun watch you rise"" 🗿', '38:25 shahzam in the chat', '8hr stream🛐', '7:13:30 4k clutch', '4:18:05 Ace']","[""['4:18:12"", 'ace', 'chamber', 'old', 'days', 'yaad', 'agye', ""❤',"", ""'No"", 'matter', 'bro', 'r', 'best', 'world', ""😊',"", ""'isse"", 'accha', 'mera', 'chotta', 'tatta', 'khelta', ""h',"", ""'48:20',"", '""You', 'r', ""India's"", 'Pride', 'Rossi', 'bhai,', 'U', 'inspire', 'us', 'play', 'valorant"",', '\'""Don\\\'t', 'watch', 'sun', 'rise.', 'Get', 'earlier', 'let', 'sun', 'watch', 'rise""', ""🗿',"", ""'38:25"", 'shahzam', ""chat',"", ""'8hr"", ""stream🛐',"", ""'7:13:30"", '4k', ""clutch',"", ""'4:18:05"", ""Ace']""]"
21,O439uMQfCVQ,"['monitor settings or xl share profile pls', 'Bro play with my brther', '1:13:50 i am 14 bro lol', '50:30 ACE', '40:30 rossi vs Monyet', 'Maza aagya']","[""['monitor"", 'settings', 'xl', 'share', 'profile', ""pls',"", ""'Bro"", 'play', ""brther',"", ""'1:13:50"", '14', 'bro', ""lol',"", ""'50:30"", ""ACE',"", ""'40:30"", 'rossi', 'vs', ""Monyet',"", ""'Maza"", ""aagya']""]"
22,IPs7MGrJfWU,"['WHERE IS WORD.EXE', '2:06:20 unlimited reckon 😬😬😬😬 Rossi exposed on stream🤣🤣🤣❤️', 'Just saying first match opponent killjoy is forsaken and jett is sg something', 'Plot twist last me breach stun ke baad rossi ne breach ko shock dart se maara 😂', 'stream stoped', 'L z\nSage walls lossi', ""14:47 A Tip for you Rossi bro , I am a immortal 2 player , with sage only , whenever you do these walls always keep in mind that you are in a vulnerable spot as ppl always check these angles casually , cuz it's the most expected one for sage main's and pls try to put wall like that which blocks all the angles for the enemy to peek OR Get Over it . \nThanks\nLove you ❤<3"", 'Nt', 'L net. Whose the provider?', 'L net']","[""['WHERE"", 'IS', ""WORD.EXE',"", ""'2:06:20"", 'unlimited', 'reckon', '😬😬😬😬', 'Rossi', 'exposed', ""stream🤣🤣🤣❤️',"", ""'Just"", 'saying', 'first', 'match', 'opponent', 'killjoy', 'forsaken', 'jett', 'sg', ""something',"", ""'Plot"", 'twist', 'last', 'breach', 'stun', 'ke', 'baad', 'rossi', 'ne', 'breach', 'ko', 'shock', 'dart', 'se', 'maara', ""😂',"", ""'stream"", ""stoped',"", ""'L"", 'z\\nSage', 'walls', ""lossi',"", '""14:47', 'A', 'Tip', 'Rossi', 'bro', ',', 'I', 'immortal', '2', 'player', ',', 'sage', ',', 'whenever', 'walls', 'always', 'keep', 'mind', 'vulnerable', 'spot', 'ppl', 'always', 'check', 'angles', 'casually', ',', 'cuz', 'expected', 'one', 'sage', ""main's"", 'pls', 'try', 'put', 'wall', 'like', 'blocks', 'angles', 'enemy', 'peek', 'OR', 'Get', 'Over', '.', '\\nThanks\\nLove', '❤<3"",', ""'Nt',"", ""'L"", 'net.', 'Whose', ""provider?',"", ""'L"", ""net']""]"
23,Uk303H23mHU,"['I just got to know you through your story. I hope to learn more from you and improve my game sense . Road to 1M for now.', 'Sangwan shares crying in corner coz he got no clips today', '', 'Hii']","[""['I"", 'got', 'know', 'story.', 'I', 'hope', 'learn', 'improve', 'game', 'sense', '.', 'Road', '1M', ""now.',"", ""'Sangwan"", 'shares', 'crying', 'corner', 'coz', 'got', 'clips', ""today',"", ""'',"", ""'Hii']""]"
24,8ps8B_0XAmA,"['2:29:40 \nWhat is a curse word in hindi?\nchutiya\nShhutiya \n😂😂😂', 'love from snax ❤❤maammmm', '', 'Why so less comments 😢', '❤❤❤❤only love and respect for you', 'Happy for your stream', 'rossi why so much jett again', 'Thank you for the stream rossi😄']","[""['2:29:40"", '\\nWhat', 'curse', 'word', 'hindi?\\nchutiya\\nShhutiya', ""\\n😂😂😂',"", ""'love"", 'snax', ""❤❤maammmm',"", ""'',"", ""'Why"", 'less', 'comments', ""😢',"", ""'❤❤❤❤only"", 'love', 'respect', ""you',"", ""'Happy"", ""stream',"", ""'rossi"", 'much', 'jett', ""again',"", ""'Thank"", 'stream', ""rossi😄']""]"
25,t12B67-qzQ0,"['We are here for you rossi ❤️✌️ Vamos!', 'We miss this Rossi ajkal itne shot miss karta h', '3:58 is fire', 'Rossi bhai iss baar kuch jeet kr aao na', '1:39 pe 13 - 5 score kaise possible hota hai valo main ?', 'Joooooodddd 😍🥵🔥', 'Old jett was broken', 'Kya khelta hai bhai Rossi🔥👌🏻', 'Kab ke clips hai yeh 3 smokes', 'Abbe sharam karle, khol ke rakh diya tujhe world stage par\nAur ye old clips dalke kya hero ban rha hai... \n😂😂😂']","[""['We"", 'rossi', '❤️✌️', ""Vamos!',"", ""'We"", 'miss', 'Rossi', 'ajkal', 'itne', 'shot', 'miss', 'karta', ""h',"", ""'3:58"", ""fire',"", ""'Rossi"", 'bhai', 'iss', 'baar', 'kuch', 'jeet', 'kr', 'aao', ""na',"", ""'1:39"", 'pe', '13', '-', '5', 'score', 'kaise', 'possible', 'hota', 'hai', 'valo', 'main', ""?',"", ""'Joooooodddd"", ""😍🥵🔥',"", ""'Old"", 'jett', ""broken',"", ""'Kya"", 'khelta', 'hai', 'bhai', ""Rossi🔥👌🏻',"", ""'Kab"", 'ke', 'clips', 'hai', 'yeh', '3', ""smokes',"", ""'Abbe"", 'sharam', 'karle,', 'khol', 'ke', 'rakh', 'diya', 'tujhe', 'world', 'stage', 'par\\nAur', 'ye', 'old', 'clips', 'dalke', 'kya', 'hero', 'ban', 'rha', 'hai...', ""\\n😂😂😂']""]"
26,3oNTE5peVsE,"['BTROSSI', '❤️❤️', 'Maccha you are awesome and humble\n\nAll the best for next competitive', 'Next time play jett only 🌼', 'Rossi bhay Brazil jaake Nerf hogye 😭😭😭....', 'Rossi do you feel any change in your behaviour towards others after this tourney ?\nJust asking, no offence', 'Thanks for always support us rossi 🏳️\u200d🌈']","[""['BTROSSI',"", ""'❤️❤️',"", ""'Maccha"", 'awesome', 'humble\\n\\nAll', 'best', 'next', ""competitive',"", ""'Next"", 'time', 'play', 'jett', ""🌼',"", ""'Rossi"", 'bhay', 'Brazil', 'jaake', 'Nerf', 'hogye', ""😭😭😭....',"", ""'Rossi"", 'feel', 'change', 'behaviour', 'towards', 'others', 'tourney', '?\\nJust', 'asking,', ""offence',"", ""'Thanks"", 'always', 'support', 'us', 'rossi', ""🏳️\\u200d🌈']""]"
27,K7Wu_t211AU,"['Hello', '4:48:29🥵🥵🥵', 'When r they going to korea', 'Long time no see, SK Rossi - SK Rossi', '2:58:14 that ace bro sheeeshh😳😳😳', 'regular streams before going to korea?', 'SkRossi ', 'lossi bhaiya moobing to korea?', 'proud bro', 'Bhai aapna best hai 🗿']","[""['Hello',"", ""'4:48:29🥵🥵🥵',"", ""'When"", 'r', 'going', ""korea',"", ""'Long"", 'time', 'see,', 'SK', 'Rossi', '-', 'SK', ""Rossi',"", ""'2:58:14"", 'ace', 'bro', ""sheeeshh😳😳😳',"", ""'regular"", 'streams', 'going', ""korea?',"", ""'SkRossi"", ""',"", ""'lossi"", 'bhaiya', 'moobing', ""korea?',"", ""'proud"", ""bro',"", ""'Bhai"", 'aapna', 'best', 'hai', ""🗿']""]"
28,O_D7EC_VGvQ,"['👌🥰❤️', 'Hack krlena bro😂', 'Rossi 🥺❤️', 'Can someone tell me when , with whom the match is going to be..', 'NT', '', 'My lord', 'GE FTW', ""Let's go bro👍🏻♥️🇮🇳🇮🇳🇮🇳"", ""Let's gooooo. TEAM INDIA 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳""]","[""['👌🥰❤️',"", ""'Hack"", 'krlena', ""bro😂',"", ""'Rossi"", ""🥺❤️',"", ""'Can"", 'someone', 'tell', ',', 'match', 'going', ""be..',"", ""'NT',"", ""'',"", ""'My"", ""lord',"", ""'GE"", ""FTW',"", '""Let\'s', 'go', 'bro👍🏻♥️🇮🇳🇮🇳🇮🇳"",', '""Let\'s', 'gooooo.', 'TEAM', 'INDIA', '🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳""]']"
29,nhjpSam3AdI,"['miss ur streams', 'Rossi stream plzzzzzz', 'Miss your stream bruh', 'Nt', 'India india india india itna hoga na bruh sbi region ki band bja denge', 'all the best, vitality ko hara dena bas ...', ""Hey can someone tell me about the collab with S8UL? What happened to that?? Where's the S8UL players?"", 'bhai raand india se kuch nai hone wala', 'Arre laude haar ke aayege likh ke le le', 'Can GE win first match?']","[""['miss"", 'ur', ""streams',"", ""'Rossi"", 'stream', ""plzzzzzz',"", ""'Miss"", 'stream', ""bruh',"", ""'Nt',"", ""'India"", 'india', 'india', 'india', 'itna', 'hoga', 'na', 'bruh', 'sbi', 'region', 'ki', 'band', 'bja', ""denge',"", ""'all"", 'best,', 'vitality', 'ko', 'hara', 'dena', 'bas', ""...',"", '""Hey', 'someone', 'tell', 'collab', 'S8UL?', 'What', 'happened', 'that??', ""Where's"", 'S8UL', 'players?"",', ""'bhai"", 'raand', 'india', 'se', 'kuch', 'nai', 'hone', ""wala',"", ""'Arre"", 'laude', 'haar', 'ke', 'aayege', 'likh', 'ke', 'le', ""le',"", ""'Can"", 'GE', 'win', 'first', ""match?']""]"
