,video_id,comments,comments_no_stopwords
94,cbuwtbk6haw,"['', 'He Really did this liv stream  at 1AM']","[""['',"", ""'He"", 'Really', 'liv', 'stream', ""1AM']""]"
95,dE0mpQLprkg,"['Song name?', 'Regular 4k Rossi  sometime ace krossi ❤️', 'no 60 fps :(', 'SONG ?', 'sheeeeeeeeeeeesh top 1 indian player tbh top 1 world player', 'Glad ur back❤️', 'After effect', '🔥🔥🔥🔥🔥', '4k rossi to Ace krossi transition was smooth ❤️❤️', '(over edited) saw the awp ace on stream loved it but the overediting spoiled it']","[""['Song"", ""name?',"", ""'Regular"", '4k', 'Rossi', 'sometime', 'ace', 'krossi', ""❤️',"", ""'no"", '60', 'fps', "":(',"", ""'SONG"", ""?',"", ""'sheeeeeeeeeeeesh"", 'top', '1', 'indian', 'player', 'tbh', 'top', '1', 'world', ""player',"", ""'Glad"", 'ur', ""back❤️',"", ""'After"", ""effect',"", ""'🔥🔥🔥🔥🔥',"", ""'4k"", 'rossi', 'Ace', 'krossi', 'transition', 'smooth', ""❤️❤️',"", ""'(over"", 'edited)', 'saw', 'awp', 'ace', 'stream', 'loved', 'overediting', 'spoiled', ""it']""]"
96,qs_M3QxrFe4,"['3:52:00 sheeeesh', 'Streams with Psy and bhovin are so hilarious 😆', '5:23 uff that match history', 'Rossii❤️🥰', 'Best streamer ❤', 'Love these streams so much and hate my sleep cycle equally XD', 'Love you bro 😘🤗']","[""['3:52:00"", ""sheeeesh',"", ""'Streams"", 'Psy', 'bhovin', 'hilarious', ""😆',"", ""'5:23"", 'uff', 'match', ""history',"", ""'Rossii❤️🥰',"", ""'Best"", 'streamer', ""❤',"", ""'Love"", 'streams', 'much', 'hate', 'sleep', 'cycle', 'equally', ""XD',"", ""'Love"", 'bro', ""😘🤗']""]"
97,orKxOMnM2m4,[],['[]']
98,BckUSn5ytXw,"['thanks for long stream now my day is busy bzc of your stream💜', 'Fun stream maja aaya i just woke up 🤣', 'Aaj montage bhi schedule kr dena rossi bhai😀', 'Such a fun stream abhi utha main coz Puri stream dekhi😅', 'bro psy is just always making new excuses']","[""['thanks"", 'long', 'stream', 'day', 'busy', 'bzc', ""stream💜',"", ""'Fun"", 'stream', 'maja', 'aaya', 'woke', ""🤣',"", ""'Aaj"", 'montage', 'bhi', 'schedule', 'kr', 'dena', 'rossi', ""bhai😀',"", ""'Such"", 'fun', 'stream', 'abhi', 'utha', 'main', 'coz', 'Puri', 'stream', ""dekhi😅',"", ""'bro"", 'psy', 'always', 'making', 'new', ""excuses']""]"
99,T1Jy4F3IjMU,"['2:52:55', 'CHEATER!', 'Popaji Buff+', 'comeback king']","[""['2:52:55',"", ""'CHEATER!',"", ""'Popaji"", ""Buff+',"", ""'comeback"", ""king']""]"
100,lrlomi2xdLc,"['Ajj stream nhk?', 'It was really fun! Thank you for the game! ❤️', 'U r a legend 🔥', 'thank you for the game rossi ', 'Thank you Rossi brother for such a long and nice stream❤', 'Hats off to you man for doing such a long stream and playing with a bunch of members and last ranked game with members was fun af xD']","[""['Ajj"", 'stream', ""nhk?',"", ""'It"", 'really', 'fun!', 'Thank', 'game!', ""❤️',"", ""'U"", 'r', 'legend', ""🔥',"", ""'thank"", 'game', 'rossi', ""',"", ""'Thank"", 'Rossi', 'brother', 'long', 'nice', ""stream❤',"", ""'Hats"", 'man', 'long', 'stream', 'playing', 'bunch', 'members', 'last', 'ranked', 'game', 'members', 'fun', 'af', ""xD']""]"
101,VvjTCcz8NNw,"['fire brother 🔥', 'brother how come streched resolution u did']","[""['fire"", 'brother', ""🔥',"", ""'brother"", 'come', 'streched', 'resolution', 'u', ""did']""]"
102,5svh_z8mnfA,"['Bhai new montage ane wala tha kya hua😅😅', 'New montage kahaaaa hai']","[""['Bhai"", 'new', 'montage', 'ane', 'wala', 'tha', 'kya', ""hua😅😅',"", ""'New"", 'montage', 'kahaaaa', ""hai']""]"
103,OXgyKkSi_lk,"['Only green ✅', 'W stream', 'yo cheater']","[""['Only"", 'green', ""✅',"", ""'W"", ""stream',"", ""'yo"", ""cheater']""]"
104,Dy2NPlJcTZY,"['Sensitivity?', ""Bro it's me Lynch met you in a Replication at 3 20 AM \nBig fan bro \nLove from Hyderabad\nYou're my IDOL"", 'kabhi stream bhi karlo fofa ji', 'Jese hi me membership leta hu tu streams nhi krta 🤥🤥', 'bro why ge not playing win tournaments', 'COMPI DISABLED']","[""['Sensitivity?',"", '""Bro', 'Lynch', 'met', 'Replication', '3', '20', 'AM', '\\nBig', 'fan', 'bro', '\\nLove', ""Hyderabad\\nYou're"", 'IDOL"",', ""'kabhi"", 'stream', 'bhi', 'karlo', 'fofa', ""ji',"", ""'Jese"", 'hi', 'membership', 'leta', 'hu', 'tu', 'streams', 'nhi', 'krta', ""🤥🤥',"", ""'bro"", 'ge', 'playing', 'win', ""tournaments',"", ""'COMPI"", ""DISABLED']""]"
105,htHP0vA1E9g,['crossheir?'],"[""['crossheir?']""]"
106,gDln0_Cv-sg,"['Toh bhai hacker kya chal raha hae zindagi mae😂\nLET me guess= hacks😂😂😂', 'Happy to see Rossi on Jett 😁😁\nRossi ~~~ Jett']","[""['Toh"", 'bhai', 'hacker', 'kya', 'chal', 'raha', 'hae', 'zindagi', 'mae😂\\nLET', 'guess=', ""hacks😂😂😂',"", ""'Happy"", 'see', 'Rossi', 'Jett', '😁😁\\nRossi', '~~~', ""Jett']""]"
107,Uxu_HWp82nA,"['Thanks!', '18:07 dame', 'Yoyooyoyoy', 'amazing']","[""['Thanks!',"", ""'18:07"", ""dame',"", ""'Yoyooyoyoy',"", ""'amazing']""]"
108,bXoZiIGXuJI,"['Skrossi I am an video(3d) and photo editor . I hope for working with you. \nPlease check your Instagram dm', 'notepad.exe', 'Forsaken?', 'Great game, blogger, Instagram looking forward to your reply, thank you!', 'simple', 'Thanks!']","[""['Skrossi"", 'I', 'video(3d)', 'photo', 'editor', '.', 'I', 'hope', 'working', 'you.', '\\nPlease', 'check', 'Instagram', ""dm',"", ""'notepad.exe',"", ""'Forsaken?',"", ""'Great"", 'game,', 'blogger,', 'Instagram', 'looking', 'forward', 'reply,', 'thank', ""you!',"", ""'simple',"", ""'Thanks!']""]"
109,b9dxomiH6io,"['this is so fun !!!', 'have heard about skRossi , Came here and saw comedy', 'SK Rossi rank-14 radiant', 'Prx won']","[""['this"", 'fun', ""!!!',"", ""'have"", 'heard', 'skRossi', ',', 'Came', 'saw', ""comedy',"", ""'SK"", 'Rossi', 'rank-14', ""radiant',"", ""'Prx"", ""won']""]"
110,-s6PfnlAi1E,"['Rossi op', '3:39:37 - Radiant rank 9', 'Congrats rossi', '3rd', '', '1st']","[""['Rossi"", ""op',"", ""'3:39:37"", '-', 'Radiant', 'rank', ""9',"", ""'Congrats"", ""rossi',"", ""'3rd',"", ""'',"", ""'1st']""]"
111,cgj40wJLBDY,"['Proud kannadiga 💛❤️ love you Rossi anna', '2:50:28 F4Q pain 🤧', 'Next stream kb', 'rossi radiant rank-43']","[""['Proud"", 'kannadiga', '💛❤️', 'love', 'Rossi', ""anna',"", ""'2:50:28"", 'F4Q', 'pain', ""🤧',"", ""'Next"", 'stream', ""kb',"", ""'rossi"", 'radiant', ""rank-43']""]"
112,e1OFD9XOMZ0,"['Psy bhai full content', '6:54:30 qutub minar view from rossi window', 'Who watched the full stream 😎?', '10th ko lan ?', 'What a fun stream 🤣🤣', '8:30 offensive toh hu 🌚', 'Op stream tha bhaiii😂😂😂', 'SA se to apan ko hi **** 🤔', 'Bhiya uth jaao... subah hogayi mamu', 'More needed']","[""['Psy"", 'bhai', 'full', ""content',"", ""'6:54:30"", 'qutub', 'minar', 'view', 'rossi', ""window',"", ""'Who"", 'watched', 'full', 'stream', ""😎?',"", ""'10th"", 'ko', 'lan', ""?',"", ""'What"", 'fun', 'stream', ""🤣🤣',"", ""'8:30"", 'offensive', 'toh', 'hu', ""🌚',"", ""'Op"", 'stream', 'tha', ""bhaiii😂😂😂',"", ""'SA"", 'se', 'apan', 'ko', 'hi', '****', ""🤔',"", ""'Bhiya"", 'uth', 'jaao...', 'subah', 'hogayi', ""mamu',"", ""'More"", ""needed']""]"
113,mcAeGh7TjdQ,"['Ab ye Kon bol rha hai ki Rossi ne jingg aur forsaken se dar ke aaj stream nhi ki kek', 'I also had this glitch where I could not see my skins my card my agents', 'A challenge: try 5 games without any skins', 'Big fan bro…stay blessed..climb to the top..you deserve more❤️😊']","[""['Ab"", 'ye', 'Kon', 'bol', 'rha', 'hai', 'ki', 'Rossi', 'ne', 'jingg', 'aur', 'forsaken', 'se', 'dar', 'ke', 'aaj', 'stream', 'nhi', 'ki', ""kek',"", ""'I"", 'also', 'glitch', 'I', 'could', 'see', 'skins', 'card', ""agents',"", ""'A"", 'challenge:', 'try', '5', 'games', 'without', ""skins',"", ""'Big"", 'fan', 'bro…stay', 'blessed..climb', 'top..you', 'deserve', ""more❤️😊']""]"
114,8ngq0S3RrW4,['6:24 jingg'],"[""['6:24"", ""jingg']""]"
115,BT2GAafOMKo,['Noice'],"[""['Noice']""]"
116,xYWoTg6V8mk,"['Rip technoblade', 'nobody can stop you!!']","[""['Rip"", ""technoblade',"", ""'nobody"", 'stop', ""you!!']""]"
117,zCkw6nYmSFI,"['Love from gamerfleet', '54:00 jingg play with rossi 🇮🇳', 'Love from fleet❤', 'Love from fleemtum broooo', 'Fleet op', 'Love from mammu', 'Love from gamerfleet', 'Love from Gamer fleet', 'Fleetum Op', 'Love from Leet Army']","[""['Love"", ""gamerfleet',"", ""'54:00"", 'jingg', 'play', 'rossi', ""🇮🇳',"", ""'Love"", ""fleet❤',"", ""'Love"", 'fleemtum', ""broooo',"", ""'Fleet"", ""op',"", ""'Love"", ""mammu',"", ""'Love"", ""gamerfleet',"", ""'Love"", 'Gamer', ""fleet',"", ""'Fleetum"", ""Op',"", ""'Love"", 'Leet', ""Army']""]"
118,UAgTmmnxp6c,"['47:40', '3:45:51 😂😂😂', 'Nice career red red', 'Keep grinding. You motivate me to chase my goals too. ❤️', 'Hope the red carpet ends tomorrow 💚']","[""['47:40',"", ""'3:45:51"", ""😂😂😂',"", ""'Nice"", 'career', 'red', ""red',"", ""'Keep"", 'grinding.', 'You', 'motivate', 'chase', 'goals', 'too.', ""❤️',"", ""'Hope"", 'red', 'carpet', 'ends', 'tomorrow', ""💚']""]"
119,MsutzbOpS5E,"['Raat ko hoga kya phir stream🤔', 'Tilt hua re baba', 'Why early \U0001f972', 'Endedddd tf']","[""['Raat"", 'ko', 'hoga', 'kya', 'phir', ""stream🤔',"", ""'Tilt"", 'hua', ""baba',"", ""'Why"", 'early', ""\\U0001f972',"", ""'Endedddd"", ""tf']""]"
120,avDbgtYqyTs,"[""4:59:24 he's a 🐐🔥"", 'Best', 'Goodni', 'Took my stream all night immo ez serious 😂', 'Sheeeeeeeeeeesh', '9 hrs stream man 👏👏👏👏 .. kya iska matlb ajj no stream ??', 'Unlucky day', '9 hrs stream 🤒🤒', 'sheeeesh 🔥', 'Goodnight ❤️']","['[""4:59:24', ""he's"", '🐐🔥"",', ""'Best',"", ""'Goodni',"", ""'Took"", 'stream', 'night', 'immo', 'ez', 'serious', ""😂',"", ""'Sheeeeeeeeeeesh',"", ""'9"", 'hrs', 'stream', 'man', '👏👏👏👏', '..', 'kya', 'iska', 'matlb', 'ajj', 'stream', ""??',"", ""'Unlucky"", ""day',"", ""'9"", 'hrs', 'stream', ""🤒🤒',"", ""'sheeeesh"", ""🔥',"", ""'Goodnight"", ""❤️']""]"
121,--rWxtypBq8,"['@skrossi please recommend vpn for less ping in Singapore our tell the vpn name which are you using', 'Xd', 'Hasde😄 chehreya😃 Da matlab🤔 eh naii 🚫 hunda ki ohna nu😔 ki takleef😖 nhi hundi, ohda matlab🤔 eh hunda ki unha nu takleefan😖😔 de naal deal🤝💼 karna o...', 'Starting xD']","[""['@skrossi"", 'please', 'recommend', 'vpn', 'less', 'ping', 'Singapore', 'tell', 'vpn', 'name', ""using',"", ""'Xd',"", ""'Hasde😄"", 'chehreya😃', 'Da', 'matlab🤔', 'eh', 'naii', '🚫', 'hunda', 'ki', 'ohna', 'nu😔', 'ki', 'takleef😖', 'nhi', 'hundi,', 'ohda', 'matlab🤔', 'eh', 'hunda', 'ki', 'unha', 'nu', 'takleefan😖😔', 'de', 'naal', 'deal🤝💼', 'karna', ""o...',"", ""'Starting"", ""xD']""]"
122,L3LfIF9qIJY,"['2:14:43 ❤️', 'WAITING FOR LIVE STREAM CHECK EVERY DAY AND HERE IS 😊', '4:07:30 +5 min xd', '', 'Timestamps dedo', 'Ganesh macha. Need your PC Spec dude.', 'First comment can I get a pin 😁😍']","[""['2:14:43"", ""❤️',"", ""'WAITING"", 'FOR', 'LIVE', 'STREAM', 'CHECK', 'EVERY', 'DAY', 'AND', 'HERE', 'IS', ""😊',"", ""'4:07:30"", '+5', 'min', ""xd',"", ""'',"", ""'Timestamps"", ""dedo',"", ""'Ganesh"", 'macha.', 'Need', 'PC', 'Spec', ""dude.',"", ""'First"", 'comment', 'I', 'get', 'pin', ""😁😍']""]"
123,CdMd2SyI6Jk,"['B', 'bro your name is actually blackisted on the valorant official channel, I cheered your name and got insta banned. do something about this', ""And plz don't use hack to win understand"", 'bro u from banglore??', 'keep the Hard work', 'R you really forsaken', 'Your forsaken csgo hacker', 'Word.exe?', '1:01:37', 'All the best for the future tourneys, also bro are you using a new mouse and can you show your nvidia settings?']","[""['B',"", ""'bro"", 'name', 'actually', 'blackisted', 'valorant', 'official', 'channel,', 'I', 'cheered', 'name', 'got', 'insta', 'banned.', 'something', ""this',"", '""And', 'plz', 'use', 'hack', 'win', 'understand"",', ""'bro"", 'u', ""banglore??',"", ""'keep"", 'Hard', ""work',"", ""'R"", 'really', ""forsaken',"", ""'Your"", 'forsaken', 'csgo', ""hacker',"", ""'Word.exe?',"", ""'1:01:37',"", ""'All"", 'best', 'future', 'tourneys,', 'also', 'bro', 'using', 'new', 'mouse', 'show', 'nvidia', ""settings?']""]"
124,GMliI0dmNek,"['Guys rossi skillz ko konsa kumar bulata h plz tell im very curious', 'How abt a monitor cam???', 'GE SKGLOSSY', 'Word.exe needed boss', ""Best of luck for tomorrow's game and it was a gr8 stream"", ""Rossi bhai aim tips chahiye kya mere se ? XD\n\n\n\n\n\n\n\nO_O BTW best of luck for tomorrow's match ..CHEER DENA PHAR DENA SARKO MAR DENA !!!!!""]","[""['Guys"", 'rossi', 'skillz', 'ko', 'konsa', 'kumar', 'bulata', 'h', 'plz', 'tell', 'im', ""curious',"", ""'How"", 'abt', 'monitor', ""cam???',"", ""'GE"", ""SKGLOSSY',"", ""'Word.exe"", 'needed', ""boss',"", '""Best', 'luck', ""tomorrow's"", 'game', 'gr8', 'stream"",', '""Rossi', 'bhai', 'aim', 'tips', 'chahiye', 'kya', 'mere', 'se', '?', 'XD\\n\\n\\n\\n\\n\\n\\n\\nO_O', 'BTW', 'best', 'luck', ""tomorrow's"", 'match', '..CHEER', 'DENA', 'PHAR', 'DENA', 'SARKO', 'MAR', 'DENA', '!!!!!""]']"
125,KdfkDFib3yg,"['', 'Thik hai bhai🤣', 'Teaser stream', 'Delete kardo isse Rossi bhai', 'Very realistic long stream,😹😹🌚', 'suka']","[""['',"", ""'Thik"", 'hai', ""bhai🤣',"", ""'Teaser"", ""stream',"", ""'Delete"", 'kardo', 'isse', 'Rossi', ""bhai',"", ""'Very"", 'realistic', 'long', ""stream,😹😹🌚',"", ""'suka']""]"
126,Ytz8zImBgiQ,"[""Why you don't play Jett ?"", '2:52:33 flick to hai bhai', 'last game mai viper xccurate tha... sova uska naam sunleta toh pant mai hugdeta...', 'Rossi gr8 stream as always bro', 'No jokes but i think the new name atleast got that hard luck away from u agree?']","['[""Why', 'play', 'Jett', '?"",', ""'2:52:33"", 'flick', 'hai', ""bhai',"", ""'last"", 'game', 'mai', 'viper', 'xccurate', 'tha...', 'sova', 'uska', 'naam', 'sunleta', 'toh', 'pant', 'mai', ""hugdeta...',"", ""'Rossi"", 'gr8', 'stream', 'always', ""bro',"", ""'No"", 'jokes', 'think', 'new', 'name', 'atleast', 'got', 'hard', 'luck', 'away', 'u', ""agree?']""]"
127,OY4GahLkBAA,"['1:42:20', '1:07:21 anytime  bro🥵', '1:33:31 who think Rossi weak at jett 😆🔥🔥🔥', '2:55:40 , For those who think rossi is kinda weak on rifles.........', ""Will always support u bro and for those who give hate to anyone i just wanna say that u don't have to be hater of someone to be other persons fan\nJust pe positive and try to make this community hate free😄""]","[""['1:42:20',"", ""'1:07:21"", 'anytime', ""bro🥵',"", ""'1:33:31"", 'think', 'Rossi', 'weak', 'jett', ""😆🔥🔥🔥',"", ""'2:55:40"", ',', 'For', 'think', 'rossi', 'kinda', 'weak', ""rifles.........',"", '""Will', 'always', 'support', 'u', 'bro', 'give', 'hate', 'anyone', 'wanna', 'say', 'u', 'hater', 'someone', 'persons', 'fan\\nJust', 'pe', 'positive', 'try', 'make', 'community', 'hate', 'free😄""]']"
128,FtmitRMivb8,"['Nice ..... seh lenge', '4:55:54 acekrossi']","[""['Nice"", '.....', 'seh', ""lenge',"", ""'4:55:54"", ""acekrossi']""]"
129,xQt6PDYlsf8,"['Jett career in danger', '🤢🤢🤢🤮🤮', 'Ncc promotion 😂😂of chamber', 'hi', 'cheater', 'bhai ki neck got short', 'Once mohit says Virat kholi of esp inda ❤️💀', 'SkRossi from Hardwork to Brand work ❤\u200d🔥❤\u200d🔥', 'Am i the only one that thinks Azim looks more like chamber than Rossi??', 'naseeb sir aap ne reyna or jett nhi bol dia... by the way looks very much similar to chamby boi...but forsaken look was unmatchable']","[""['Jett"", 'career', ""danger',"", ""'🤢🤢🤢🤮🤮',"", ""'Ncc"", 'promotion', '😂😂of', ""chamber',"", ""'hi',"", ""'cheater',"", ""'bhai"", 'ki', 'neck', 'got', ""short',"", ""'Once"", 'mohit', 'says', 'Virat', 'kholi', 'esp', 'inda', ""❤️💀',"", ""'SkRossi"", 'Hardwork', 'Brand', 'work', ""❤\\u200d🔥❤\\u200d🔥',"", ""'Am"", 'one', 'thinks', 'Azim', 'looks', 'like', 'chamber', ""Rossi??',"", ""'naseeb"", 'sir', 'aap', 'ne', 'reyna', 'jett', 'nhi', 'bol', 'dia...', 'way', 'looks', 'much', 'similar', 'chamby', 'boi...but', 'forsaken', 'look', ""unmatchable']""]"
130,v6pk7q2VVqo,"['play astra for once, it will be fun 😂', 'skrossi whats ur crosshair and settings?', 'Does he use exitlag?', 'bro little bit nice voice .', 'Why not playing jett?', 'Hello small kid if your reading this.... SK lassi is an imotional bro.... We silvers only understand that 😂😂... Btw silvers and radiants both icons seems to be same I guess 😂']","[""['play"", 'astra', 'once,', 'fun', ""😂',"", ""'skrossi"", 'whats', 'ur', 'crosshair', ""settings?',"", ""'Does"", 'use', ""exitlag?',"", ""'bro"", 'little', 'bit', 'nice', 'voice', "".',"", ""'Why"", 'playing', ""jett?',"", ""'Hello"", 'small', 'kid', 'reading', 'this....', 'SK', 'lassi', 'imotional', 'bro....', 'We', 'silvers', 'understand', '😂😂...', 'Btw', 'silvers', 'radiants', 'icons', 'seems', 'I', 'guess', ""😂']""]"
131,SpAb2BfnFXk,"['Cheater', 'Crisp aim 🥶', '1:41:08', '3:17:08 microadjustment  toh hai😍', 'ROSSI BHAI PLAY BGMI WITH ME 🚀', 'What happened to the stream?', '1:31:46']","[""['Cheater',"", ""'Crisp"", 'aim', ""🥶',"", ""'1:41:08',"", ""'3:17:08"", 'microadjustment', 'toh', ""hai😍',"", ""'ROSSI"", 'BHAI', 'PLAY', 'BGMI', 'WITH', 'ME', ""🚀',"", ""'What"", 'happened', ""stream?',"", ""'1:31:46']""]"
132,fqadDsbjv6w,"['Rossi sir tip and tricks ki ek video bnao plz sir', 'Mujhe bhi beta chaiye? Koi batayega kese lo', 'Yh foresaken hai kya bheii???', 'Need valo plass😭😭😭', 'TbOne just better 😆🔥', 'REYNA DIFF😂😂 TBONE IS JUST BETTER', 'Tbone Reyna>>>>>scrowssi Reyna XD', 'Crazy stream skrowsssssssssssiiiiiiii']","[""['Rossi"", 'sir', 'tip', 'tricks', 'ki', 'ek', 'video', 'bnao', 'plz', ""sir',"", ""'Mujhe"", 'bhi', 'beta', 'chaiye?', 'Koi', 'batayega', 'kese', ""lo',"", ""'Yh"", 'foresaken', 'hai', 'kya', ""bheii???',"", ""'Need"", 'valo', ""plass😭😭😭',"", ""'TbOne"", 'better', ""😆🔥',"", ""'REYNA"", 'DIFF😂😂', 'TBONE', 'IS', 'JUST', ""BETTER',"", ""'Tbone"", 'Reyna>>>>>scrowssi', 'Reyna', ""XD',"", ""'Crazy"", 'stream', ""skrowsssssssssssiiiiiiii']""]"
133,xTqcw2n_ydE,"['Hellow brother, from rakas stream', 'need pass\U0001fae4\U0001fae4', '1:11:09 he threw smoke and his entire team died🤐😂😂', '4:35:10', 'Grind🔥🔥🔥', 'Acekrossi at 4:54:38 , insane awp flick at 4:35:10', 'the jett nerf will be soo deadly will you play jett after the nerf']","[""['Hellow"", 'brother,', 'rakas', ""stream',"", ""'need"", ""pass\\U0001fae4\\U0001fae4',"", ""'1:11:09"", 'threw', 'smoke', 'entire', 'team', ""died🤐😂😂',"", ""'4:35:10',"", ""'Grind🔥🔥🔥',"", ""'Acekrossi"", '4:54:38', ',', 'insane', 'awp', 'flick', ""4:35:10',"", ""'the"", 'jett', 'nerf', 'soo', 'deadly', 'play', 'jett', ""nerf']""]"
134,O1IkhQPpYSY,"['Crosshair?', 'Address leak kardiya 🙄', '1:05:34 Monitor settings', 'Long way to go man...🎮🎮', '❤️', 'Rossi Ofiee as Always 🙂', 'loved the stream as always <3 <3']","[""['Crosshair?',"", ""'Address"", 'leak', 'kardiya', ""🙄',"", ""'1:05:34"", 'Monitor', ""settings',"", ""'Long"", 'way', 'go', ""man...🎮🎮',"", ""'❤️',"", ""'Rossi"", 'Ofiee', 'Always', ""🙂',"", ""'loved"", 'stream', 'always', '<3', ""<3']""]"
135,Ag4mnOEyPi4,"['Sir aap forsaken hai hame sutro se pata chal raha hai🤔', 'Ex f0rsakeN.exe watching f0rsakeN', 'unboxing kab 😶\u200d🌫', 'Skchapri 😢😂', 'Bovin bhai😂', 'SkRossi OP 😎']","[""['Sir"", 'aap', 'forsaken', 'hai', 'hame', 'sutro', 'se', 'pata', 'chal', 'raha', ""hai🤔',"", ""'Ex"", 'f0rsakeN.exe', 'watching', ""f0rsakeN',"", ""'unboxing"", 'kab', ""😶\\u200d🌫',"", ""'Skchapri"", ""😢😂',"", ""'Bovin"", ""bhai😂',"", ""'SkRossi"", 'OP', ""😎']""]"
136,sI0KCjFZjc8,"[""I have on doubt sk rossi in iron- bronze(my rank 😎) lobby i feel confident to pick/instalock Jett cause in some matches i took 30-40kiils i feel my inside skrossi ,tenz Shazam dm every one i feel in side but u know sometimes i didn't perform and PPL (especially Mumbai server ) started hating abusing how to tackle this ?????"", 'word.exe', 'Rossi getting trapped by chat is too funny', 'rossi bhai vlt join karlo mw1 dm  or rossi best game', 'Gn Rossi', 'Lol']","['[""I', 'doubt', 'sk', 'rossi', 'iron-', 'bronze(my', 'rank', '😎)', 'lobby', 'feel', 'confident', 'pick/instalock', 'Jett', 'cause', 'matches', 'took', '30-40kiils', 'feel', 'inside', 'skrossi', ',tenz', 'Shazam', 'dm', 'every', 'one', 'feel', 'side', 'u', 'know', 'sometimes', 'perform', 'PPL', '(especially', 'Mumbai', 'server', ')', 'started', 'hating', 'abusing', 'tackle', '?????"",', ""'word.exe',"", ""'Rossi"", 'getting', 'trapped', 'chat', ""funny',"", ""'rossi"", 'bhai', 'vlt', 'join', 'karlo', 'mw1', 'dm', 'rossi', 'best', ""game',"", ""'Gn"", ""Rossi',"", ""'Lol']""]"
137,v0_QWp7OY5k,"['Start stream again bro', 'Stream we r waiting', 'End Rossi😅😅', 'Sheesh', 'xD', 'What happened?😂', 'Ggwp', 'Kya hua?', 'Ooo rossiii bhiiiyaaaaaa', 'Dekho Guys We Are On 😶😶']","[""['Start"", 'stream', ""bro',"", ""'Stream"", 'r', ""waiting',"", ""'End"", ""Rossi😅😅',"", ""'Sheesh',"", ""'xD',"", ""'What"", ""happened?😂',"", ""'Ggwp',"", ""'Kya"", ""hua?',"", ""'Ooo"", 'rossiii', ""bhiiiyaaaaaa',"", ""'Dekho"", 'Guys', 'We', 'Are', 'On', ""😶😶']""]"
138,tZ2CI7w1YuQ,"['Kadak', '❤', '4:16:23 Brotherrrr bufff', 'Is it allowed to draw on overtime in the competitive scene', '4:03:53', '5:51:53', '5:51:53 jodd strat', 'Sscary just being sscary .....one of the best controller in world', 'XerXia GG', 'Rossi nice pura stream kara ♥️']","[""['Kadak',"", ""'❤',"", ""'4:16:23"", 'Brotherrrr', ""bufff',"", ""'Is"", 'allowed', 'draw', 'overtime', 'competitive', ""scene',"", ""'4:03:53',"", ""'5:51:53',"", ""'5:51:53"", 'jodd', ""strat',"", ""'Sscary"", 'sscary', '.....one', 'best', 'controller', ""world',"", ""'XerXia"", ""GG',"", ""'Rossi"", 'nice', 'pura', 'stream', 'kara', ""♥️']""]"
139,aP4l3dQSmhU,"['Bro watchparty hoga?', 'Grind toh hai love you yaar wanna play someday with you as your team player will try 🔥🔥', 'Macha lovee youuu ❤ hope you keep growing 🔥', 'Grind To Haiii.... Boards Khatam 😀', 'Love u boooo❤❤❤', '7hr stream Ophiee', 'Long stream op']","[""['Bro"", 'watchparty', ""hoga?',"", ""'Grind"", 'toh', 'hai', 'love', 'yaar', 'wanna', 'play', 'someday', 'team', 'player', 'try', ""🔥🔥',"", ""'Macha"", 'lovee', 'youuu', '❤', 'hope', 'keep', 'growing', ""🔥',"", ""'Grind"", 'To', 'Haiii....', 'Boards', 'Khatam', ""😀',"", ""'Love"", 'u', ""boooo❤❤❤',"", ""'7hr"", 'stream', ""Ophiee',"", ""'Long"", 'stream', ""op']""]"
140,HyD6eV47fEs,"['4:50:14 SENTINEL ShahZam ?? SUS guy', '2:51:26 igl toh hai Bhovin bhai', 'imagine watching rossi stream now just coz i had slept 😭', 'Rossi is Real MVP of VALORANT GAME', 'Nub \n\n\n\n\n\n\n\n\n\nWhat ok sry', 'every instalocker inspiration , Da Real Jett Main', 'Arey ye wahi hacker hai na csgo wala ?? mujhe pata nahi tha saggy ka scene ke baad ....', 'Back like a boss❤❤❤❤🔥🔥🔥', '2:58:46 bhovin bhai best strats leak ....', ""I was about to die if you didn't stream.Thanks for saving me boooo😜😜""]","[""['4:50:14"", 'SENTINEL', 'ShahZam', '??', 'SUS', ""guy',"", ""'2:51:26"", 'igl', 'toh', 'hai', 'Bhovin', ""bhai',"", ""'imagine"", 'watching', 'rossi', 'stream', 'coz', 'slept', ""😭',"", ""'Rossi"", 'Real', 'MVP', 'VALORANT', ""GAME',"", ""'Nub"", '\\n\\n\\n\\n\\n\\n\\n\\n\\n\\nWhat', 'ok', ""sry',"", ""'every"", 'instalocker', 'inspiration', ',', 'Da', 'Real', 'Jett', ""Main',"", ""'Arey"", 'ye', 'wahi', 'hacker', 'hai', 'na', 'csgo', 'wala', '??', 'mujhe', 'pata', 'nahi', 'tha', 'saggy', 'ka', 'scene', 'ke', 'baad', ""....',"", ""'Back"", 'like', ""boss❤❤❤❤🔥🔥🔥',"", ""'2:58:46"", 'bhovin', 'bhai', 'best', 'strats', 'leak', ""....',"", '""I', 'die', 'stream.Thanks', 'saving', 'boooo😜😜""]']"
